Nome Anonimizado;ANO;Instituição de Ensino;CONSULTA;INSTITUICAO_ENSINO_ALUNO;RA;FASE;TURMA;Data de Nasc;IDADE_ALUNO;GÊNERO;PEDRA;INDE;ATINGIU_PV;STATUS_PEDRA;TESTE;Ano ingresso;Pedra 20;Pedra 21;Pedra 22;Pedra 23;INDE 22;INDE 23;Cg;Cf;Ct;Nº Av;Avaliador1;Rec Av1;Avaliador2;Rec Av2;Avaliador3;Rec Av3;Avaliador4;Rec Av4;IAA;IEG;IPS;IPP;Rec Psicologia;IDA;Mat;Por;Ing;Indicado;Atingiu PV;IPV;IAN;FASE IDEAL;DEFASAGEM;Destaque IEG;Destaque IDA;Destaque IPV;Destaque IPV
Aluno-706;2023;Escola Pública;Escola Pública;Escola Pública;RA-706;0;G;12/10/2012;10;Feminino;Ametista;7,1527;MANTIDO;MANTIDO;OK;2021;;Ágata;Ametista;;7,659;;;;;2;Avaliador-13;;Avaliador-3;;;;;;9;7,8;4,39;6,875;;7,3;6,7;7,8;;;;8,08;5;Fase 2 (5° e 6° ano);-2;;;;
Aluno-840;2023;Escola Pública;Escola Pública;Escola Pública;RA-840;0;G;02/02/2014;9;Masculino;Ametista;7,7862;MANTIDO;MANTIDO;OK;2022;;;Ametista;;7,875;;;;;2;Avaliador-13;;Avaliador-3;;;;;;9,5;9;4,38;7,5;;8,2;8,3;8;;;;8,59;5;Fase 1 (3° e 4° ano);-1;;;;
Aluno-841;2023;Escola Pública;Escola Pública;Escola Pública;RA-841;0;G;12/30/2011;11;Masculino;Ágata;6,78;QUEDA;QUEDA;OK;2022;;;Ametista;;7,3;;;;;2;Avaliador-13;;Avaliador-3;;;;;;0;7,2;7,52;7,5;;6,9;6,7;7;;;;9,84;5;Fase 2 (5° e 6° ano);-2;;;;
Aluno-709;2023;Escola Pública;Escola Pública;Escola Pública;RA-709;0;G;8/29/2012;11;Feminino;Ágata;6,6927;AVANÇO;AVANÇO;OK;2022;;;Quartzo;;5,313;;;;;2;Avaliador-13;;Avaliador-3;;;;;;10;7,9;7,52;5,625;;4,9;5,5;4,3;;;;6,59;5;Fase 2 (5° e 6° ano);-2;;;;
Aluno-913;2023;Escola Pública;Escola Pública;Escola Pública;RA-913;0;H;03/02/2013;10;Feminino;Ametista;7,7432;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;2;Avaliador-11;;Avaliador-3;;;;;;8;8,5;6,89;6,25;;7,9;9,5;6,3;;;;9,245;5;Fase 2 (5° e 6° ano);-2;;;;
Aluno-726;2023;Escola Pública;Escola Pública;Escola Pública;RA-726;0;H;1/31/2015;8;Feminino;Ametista;7,3687;QUEDA;QUEDA;OK;2022;;;Ágata;;6,985;;;;;2;Avaliador-11;;Avaliador-3;;;;;;10;6,1;7,52;5,625;;6;6,2;5,8;;;;8,17;10;ALFA (1° e 2° ano);0;;;;
Aluno-914;2023;Escola Pública;Escola Pública;Escola Pública;RA-914;0;H;5/16/2015;8;Feminino;Topázio;8,6912;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;2;Avaliador-11;;Avaliador-3;;;;;;10;9,2;7,52;6,25;;8,7;9;8,4;;;;8,67;10;ALFA (1° e 2° ano);0;;;;
Aluno-915;2023;Escola Pública;Escola Pública;Escola Pública;RA-915;0;H;08/05/2015;8;Feminino;Topázio;8,5962;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;2;Avaliador-11;;Avaliador-3;;;;;;10;8,4;7,52;7,5;;8,4;8,1;8,7;;;;8,67;10;ALFA (1° e 2° ano);0;;;;
Aluno-916;2023;Escola Pública;Escola Pública;Escola Pública;RA-916;0;H;3/18/2014;9;Feminino;Ametista;7,3882;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;2;Avaliador-11;;Avaliador-3;;;;;;9,5;9,7;2,52;6,25;;6,6;7,7;5,5;;;;9,005;5;Fase 1 (3° e 4° ano);-1;;;;
Aluno-917;2023;Escola Pública;Escola Pública;Escola Pública;RA-917;0;H;12/15/2015;7;Feminino;Quartzo;5,987;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;2;Avaliador-11;;Avaliador-3;;;;;;0;7,2;2,52;6,25;;7;5,3;8,7;;;;6,35;10;ALFA (1° e 2° ano);0;;;;
Aluno-918;2023;Escola Pública;Escola Pública;Escola Pública;RA-918;0;H;3/19/2016;7;Feminino;Ametista;7,4967;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;2;Avaliador-11;;Avaliador-3;;;;;;10;8,7;2,52;5,625;;7,7;7,1;8,3;;;;7,01;10;ALFA (1° e 2° ano);0;;;;
Aluno-919;2023;Escola Pública;Escola Pública;Escola Pública;RA-919;0;H;4/16/2014;9;Masculino;Ágata;6,225;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;2;Avaliador-11;;Avaliador-3;;;;;;0;8,4;7,52;6,25;;5,3;5,5;5;;;;8,09;5;Fase 1 (3° e 4° ano);-1;;;;
Aluno-920;2023;Escola Pública;Escola Pública;Escola Pública;RA-920;0;H;7/20/2015;8;Feminino;Ágata;6,9647;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;2;Avaliador-11;;Avaliador-3;;;;;;9;6,3;7,52;5,625;;6,1;6;6,2;;;;6,35;10;ALFA (1° e 2° ano);0;;;;
Aluno-921;2023;Escola Pública;Escola Pública;Escola Pública;RA-921;0;I;4/13/2016;7;Feminino;Ametista;7,7407;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;2;Avaliador-13;;Avaliador-3;;;;;;9;9,7;7,52;5,625;;6,3;6,5;6;;;;6,68;10;ALFA (1° e 2° ano);0;;;;
Aluno-922;2023;Escola Pública;Escola Pública;Escola Pública;RA-922;0;I;12/03/2014;8;Feminino;Topázio;8,5262;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;2;Avaliador-13;;Avaliador-3;;;;;;8,5;9,7;3,14;7,5;;8,4;8,5;8,2;;;;10,01;10;ALFA (1° e 2° ano);0;;;;
Aluno-715;2023;Escola Pública;Escola Pública;Escola Pública;RA-715;0;I;08/12/2013;10;Feminino;Quartzo;5,8915;QUEDA;QUEDA;OK;2022;;;Ágata;;6,656;;;;;2;Avaliador-13;;Avaliador-3;;;;;;0;9,5;3,14;5,625;;5,4;4,5;6,3;;;;7,675;5;Fase 2 (5° e 6° ano);-2;;;;
Aluno-822;2023;Escola Pública;Escola Pública;Escola Pública;RA-822;0;I;02/03/2012;11;Masculino;Ágata;6,4497;MANTIDO;MANTIDO;OK;2022;;;Ágata;;6,922;;;;;2;Avaliador-13;;Avaliador-3;;;;;;8,5;8,4;2,52;5,625;;7,1;8;6,2;;;;5,925;5;Fase 2 (5° e 6° ano);-2;;;;
Aluno-923;2023;Escola Pública;Escola Pública;Escola Pública;RA-923;0;I;04/01/2015;8;Feminino;Topázio;8,8842;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;2;Avaliador-13;;Avaliador-3;;;;;;9,5;9,9;7,52;7,5;;7,3;7,5;7;;;;10,01;10;ALFA (1° e 2° ano);0;;;;
Aluno-742;2023;Escola Pública;Escola Pública;Escola Pública;RA-742;0;I;8/15/2013;10;Feminino;Ametista;7,024;MANTIDO;MANTIDO;OK;2022;;;Ametista;;7,097;;;;;2;Avaliador-13;;Avaliador-3;;;;;;0;7,6;7,52;7,5;;7,5;6,2;8,8;;;;10,01;5;Fase 2 (5° e 6° ano);-2;;;;
Aluno-924;2023;Escola Pública;Escola Pública;Escola Pública;RA-924;0;I;08/02/2015;8;Masculino;Ágata;6,5207;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;2;Avaliador-13;;Avaliador-3;;;;;;9;5,6;7,52;5,625;;5;5;5;;;;5,93;10;ALFA (1° e 2° ano);0;;;;
Aluno-925;2023;Escola Pública;Escola Pública;Escola Pública;RA-925;0;I;12/01/2015;7;Masculino;Ametista;7,1837;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;2;Avaliador-13;;Avaliador-3;;;;;;9;8,9;7,52;5,625;;5,4;5,2;5,5;;;;5,595;10;ALFA (1° e 2° ano);0;;;;
Aluno-853;2023;Escola Pública;Escola Pública;Escola Pública;RA-853;0;J;7/19/2014;9;Feminino;Ametista;7,8402;QUEDA;QUEDA;OK;2022;;;Topázio;;8,616;;;;;2;Avaliador-13;;Avaliador-3;;;;;;10;9,5;3,77;6,25;;7,4;7,2;7,5;;;;9,84;5;Fase 1 (3° e 4° ano);-1;;;;
Aluno-854;2023;Escola Pública;Escola Pública;Escola Pública;RA-854;0;J;11/08/2014;8;Feminino;Ágata;6,6415;QUEDA;QUEDA;OK;2022;;;Topázio;;8,098;;;;;2;Avaliador-13;;Avaliador-3;;;;;;0;9,5;3,77;5,625;;6;7,5;4,5;;;;8,01;10;ALFA (1° e 2° ano);0;;;;
Aluno-700;2023;Escola Pública;Escola Pública;Escola Pública;RA-700;0;J;10/29/2013;9;Feminino;Topázio;8,2852;AVANÇO;AVANÇO;OK;2022;;;Ametista;;7,738;;;;;2;Avaliador-13;;Avaliador-3;;;;;;9,5;9,7;7,52;6,25;;7,8;7,5;8;;;;9,84;5;Fase 1 (3° e 4° ano);-1;;;;
Aluno-701;2023;Escola Pública;Escola Pública;Escola Pública;RA-701;0;J;09/10/2012;11;Masculino;Ametista;7,3982;MANTIDO;MANTIDO;OK;2021;;Ametista;Ametista;;7,755;;;;;2;Avaliador-13;;Avaliador-3;;;;;;9,5;9,9;3,77;6,25;;7,2;7,3;7;;;;7,68;5;Fase 2 (5° e 6° ano);-2;;;;
Aluno-856;2023;Escola Pública;Escola Pública;Escola Pública;RA-856;0;J;02/07/2015;8;Masculino;Ametista;7,3355;QUEDA;QUEDA;OK;2022;;;Topázio;;8,398;;;;;2;Avaliador-13;;Avaliador-3;;;;;;0;9,6;7,52;5,625;;7,3;7,5;7;;;;8,255;10;ALFA (1° e 2° ano);0;;;;
Aluno-672;2023;Escola Pública;Escola Pública;Escola Pública;RA-672;0;J;8/26/2013;10;Feminino;Ágata;6,5623;QUEDA;QUEDA;OK;2021;;Ametista;Ametista;;7,48;;;;;2;Avaliador-13;;Avaliador-3;;;;;;7,9;9,5;2,52;5,625;;6,4;6;6,7;;;;6,43;5;Fase 2 (5° e 6° ano);-2;;;;
Aluno-859;2023;Escola Pública;Escola Pública;Escola Pública;RA-859;0;J;3/20/2015;8;Feminino;Topázio;8,6042;MANTIDO;MANTIDO;OK;2022;;;Topázio;;8,325;;;;;2;Avaliador-13;;Avaliador-3;;;;;;8;9,2;7,52;7,5;;7,3;6,8;7,8;;;;10,01;10;ALFA (1° e 2° ano);0;;;;
Aluno-704;2023;Escola Pública;Escola Pública;Escola Pública;RA-704;0;J;08/11/2012;11;Masculino;Ágata;6,8297;MANTIDO;MANTIDO;OK;2022;;;Ágata;;6,741;;;;;2;Avaliador-13;;Avaliador-3;;;;;;10;9,9;3,14;5,625;;6,1;6,5;5,7;;;;6,265;5;Fase 2 (5° e 6° ano);-2;;;;
Aluno-741;2023;Escola Pública;Escola Pública;Escola Pública;RA-741;0;J;9/24/2012;11;Feminino;Ágata;6,2707;MANTIDO;MANTIDO;OK;2022;;;Ágata;;6,896;;;;;2;Avaliador-13;;Avaliador-3;;;;;;9,5;6,9;4,39;5,625;;5,1;4,2;6;;;;7,095;5;Fase 2 (5° e 6° ano);-2;;;;
Aluno-719;2023;Escola Pública;Escola Pública;Escola Pública;RA-719;0;J;10/03/2012;11;Masculino;Ágata;6,4137;AVANÇO;AVANÇO;OK;2021;;Quartzo;Quartzo;;5,552;;;;;2;Avaliador-13;;Avaliador-3;;;;;;9,5;5,3;7,52;5,625;;5,9;7;4,7;;;;7,095;5;Fase 2 (5° e 6° ano);-2;;;;
Aluno-926;2023;Escola Pública;Escola Pública;Escola Pública;RA-926;0;J;6/15/2014;9;Feminino;Ametista;7,7792;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;2;Avaliador-13;;Avaliador-3;;;;;;9;10;3,77;7,5;;6,8;6,5;7;;;;9,51;5;Fase 1 (3° e 4° ano);-1;;;;
Aluno-927;2023;Escola Pública;Escola Pública;Escola Pública;RA-927;0;J;06/11/2014;9;Feminino;Ametista;7,5982;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;2;Avaliador-13;;Avaliador-3;;;;;;9;9,7;3,77;7,5;;6,4;7;5,8;;;;9,255;5;Fase 1 (3° e 4° ano);-1;;;;
Aluno-928;2023;Escola Pública;Escola Pública;Escola Pública;RA-928;0;K;4/14/2015;8;Feminino;Topázio;9,3712;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;2;Avaliador-11;;Avaliador-3;;;;;;8,5;10;7,52;8,75;;9,8;9,8;9,8;;;;9,67;10;ALFA (1° e 2° ano);0;;;;
Aluno-929;2023;Escola Pública;Escola Pública;Escola Pública;RA-929;0;K;10/22/2015;8;Feminino;Topázio;9,1312;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;2;Avaliador-11;;Avaliador-3;;;;;;8,5;9,8;7,52;8,75;;8,8;8,7;8,9;;;;9,67;10;ALFA (1° e 2° ano);0;;;;
Aluno-930;2023;Escola Pública;Escola Pública;Escola Pública;RA-930;0;K;10/13/2015;8;Masculino;Topázio;8,8872;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;2;Avaliador-11;;Avaliador-3;;;;;;9;8,8;7,52;8,75;;9;8,7;9,3;;;;9;10;ALFA (1° e 2° ano);0;;;;
Aluno-931;2023;Escola Pública;Escola Pública;Escola Pública;RA-931;0;K;04/08/2015;8;Masculino;Ametista;7,3747;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;2;Avaliador-11;;Avaliador-3;;;;;;8,5;8,2;2,52;5,625;;7,8;7;8,5;;;;7,6;10;ALFA (1° e 2° ano);0;;;;
Aluno-932;2023;Escola Pública;Escola Pública;Escola Pública;RA-932;0;K;12/22/2015;7;Feminino;Topázio;8,3847;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;2;Avaliador-11;;Avaliador-3;;;;;;9,5;7,9;7,52;8,125;;7,5;6,5;8,4;;;;9;10;ALFA (1° e 2° ano);0;;;;
Aluno-933;2023;Escola Pública;Escola Pública;Escola Pública;RA-933;0;K;9/26/2015;8;Feminino;Topázio;8,6712;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;2;Avaliador-11;;Avaliador-3;;;;;;9;8,4;7,52;8,75;;7,7;8;7,3;;;;9,67;10;ALFA (1° e 2° ano);0;;;;
Aluno-934;2023;Escola Pública;Escola Pública;Escola Pública;RA-934;0;K;9/15/2015;8;Feminino;Topázio;9,1737;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;2;Avaliador-11;;Avaliador-3;;;;;;9;9,6;7,52;9,375;;8,7;8,3;9;;;;9,67;10;ALFA (1° e 2° ano);0;;;;
Aluno-935;2023;Escola Pública;Escola Pública;Escola Pública;RA-935;0;K;9/23/2014;9;Masculino;Ametista;7,9535;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;2;Avaliador-11;;Avaliador-3;;;;;;0;9,8;7,52;9,375;;9,4;9,2;9,5;;;;9,67;5;Fase 1 (3° e 4° ano);-1;;;;
Aluno-936;2023;Escola Pública;Escola Pública;Escola Pública;RA-936;0;K;08/11/2015;8;Feminino;Topázio;8,5477;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;2;Avaliador-11;;Avaliador-3;;;;;;9;10;7,52;8,125;;6,5;5;8;;;;8,915;10;ALFA (1° e 2° ano);0;;;;
Aluno-937;2023;Escola Pública;Escola Pública;Escola Pública;RA-937;0;K;03/03/2015;8;Feminino;Topázio;9,3237;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;2;Avaliador-11;;Avaliador-3;;;;;;9,5;9,6;7,52;9,375;;9,2;9;9,3;;;;9,67;10;ALFA (1° e 2° ano);0;;;;
Aluno-756;2023;Escola Pública;Escola Pública;Escola Pública;RA-756;0;K;09/09/2013;10;Masculino;Ametista;7,0927;QUEDA;QUEDA;OK;2022;;;Ágata;;6,976;;;;;2;Avaliador-11;;Avaliador-3;;;;;;10;8,7;7,52;5,625;;6,1;5,4;6,8;;;;6,59;5;Fase 2 (5° e 6° ano);-2;;;;
Aluno-938;2023;Escola Pública;Escola Pública;Escola Pública;RA-938;0;K;06/01/2014;9;Masculino;Ágata;6,7372;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;2;Avaliador-11;;Avaliador-3;;;;;;8,5;8,4;7,52;6,25;;4,2;0;8,3;;;;7,5;5;Fase 1 (3° e 4° ano);-1;;;;
Aluno-939;2023;Escola Pública;Escola Pública;Escola Pública;RA-939;0;L;10/04/2012;11;Feminino;Ametista;7,9742;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;2;Avaliador-13;;Avaliador-3;;;;;;9;10;7,52;7,5;;5,4;5;5,7;;;;10,01;5;Fase 2 (5° e 6° ano);-2;;;;
Aluno-789;2023;Escola Pública;Escola Pública;Escola Pública;RA-789;0;L;1/14/2015;8;Feminino;Ametista;7,974;MANTIDO;MANTIDO;OK;2022;;;Ametista;;7,405;;;;;2;Avaliador-13;;Avaliador-3;;;;;;0;9,5;7,52;7,5;;7,9;8,5;7,2;;;;10,01;10;ALFA (1° e 2° ano);0;;;;
Aluno-792;2023;Escola Pública;Escola Pública;Escola Pública;RA-792;0;L;3/19/2013;10;Feminino;Ametista;7,6267;QUEDA;QUEDA;OK;2022;;;Ágata;;7,025;;;;;2;Avaliador-13;;Avaliador-3;;;;;;9;7,7;7,52;6,875;;7,2;6,8;7,5;;;;9,085;5;Fase 2 (5° e 6° ano);-2;;;;
Aluno-940;2023;Escola Pública;Escola Pública;Escola Pública;RA-940;0;L;07/03/2012;11;Masculino;Ágata;6,6112;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;2;Avaliador-13;;Avaliador-3;;;;;;9;8,4;2,52;6,25;;6,3;6,8;5,7;;;;7,02;5;Fase 2 (5° e 6° ano);-2;;;;
Aluno-941;2023;Escola Pública;Escola Pública;Escola Pública;RA-941;0;L;03/02/2015;8;Feminino;Ametista;7,6872;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;2;Avaliador-13;;Avaliador-3;;;;;;8;10;7,52;5;;5;5;5;;;;8,175;10;ALFA (1° e 2° ano);0;;;;
Aluno-942;2023;Escola Pública;Escola Pública;Escola Pública;RA-942;0;L;4/14/2013;10;Feminino;Ágata;6,8547;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;2;Avaliador-13;;Avaliador-3;;;;;;9,5;8,9;2,52;5,625;;7,1;7,3;6,8;;;;7;5;Fase 2 (5° e 6° ano);-2;;;;
Aluno-943;2023;Escola Pública;Escola Pública;Escola Pública;RA-943;0;L;01/12/2015;8;Feminino;Topázio;8,9172;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;2;Avaliador-13;;Avaliador-3;;;;;;9,5;9,4;7,52;7,5;;8;8;8;;;;9,925;10;ALFA (1° e 2° ano);0;;;;
Aluno-782;2023;Escola Pública;Escola Pública;Escola Pública;RA-782;0;L;7/31/2014;9;Masculino;Ametista;7,6812;MANTIDO;MANTIDO;OK;2022;;;Ametista;;7,485;;;;;2;Avaliador-13;;Avaliador-3;;;;;;8,5;9,8;2,52;7,5;;7,5;8,3;6,7;;;;9,345;5;Fase 1 (3° e 4° ano);-1;;;;
Aluno-768;2023;Escola Pública;Escola Pública;Escola Pública;RA-768;0;L;09/07/2012;11;Feminino;Topázio;8,4042;AVANÇO;AVANÇO;OK;2021;;Ametista;Ametista;;7,646;;;;;2;Avaliador-13;;Avaliador-3;;;;;;10;9,1;7,52;7,5;;7,9;8;7,8;;;;10,01;5;Fase 2 (5° e 6° ano);-2;;;;
Aluno-794;2023;Escola Pública;Escola Pública;Escola Pública;RA-794;0;L;10/08/2014;9;Feminino;Ametista;7,9842;MANTIDO;MANTIDO;OK;2022;;;Ametista;;7,335;;;;;2;Avaliador-13;;Avaliador-3;;;;;;9;9,2;7,52;7,5;;6,2;5,2;7,2;;;;10,01;5;Fase 1 (3° e 4° ano);-1;;;;
Aluno-795;2023;Escola Pública;Escola Pública;Escola Pública;RA-795;0;L;2/17/2014;9;Feminino;Topázio;8,4642;MANTIDO;MANTIDO;OK;2022;;;Topázio;;8,064;;;;;2;Avaliador-13;;Avaliador-3;;;;;;9;9,6;7,52;7,5;;8,2;8,7;7,7;;;;10,01;5;Fase 1 (3° e 4° ano);-1;;;;
Aluno-944;2023;Escola Pública;Escola Pública;Escola Pública;RA-944;0;M;1/20/2014;9;Feminino;Ametista;7,0687;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;2;Avaliador-11;;Avaliador-3;;;;;;9;7,6;7,52;5,625;;7,5;9,2;5,8;;;;6,67;5;Fase 1 (3° e 4° ano);-1;;;;
Aluno-945;2023;Escola Pública;Escola Pública;Escola Pública;RA-945;0;M;04/02/2015;8;Masculino;Topázio;8,0777;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;2;Avaliador-11;;Avaliador-3;;;;;;8,5;9,2;7,52;6,875;;7,9;8;7,8;;;;6,84;10;ALFA (1° e 2° ano);0;;;;
Aluno-946;2023;Escola Pública;Escola Pública;Escola Pública;RA-946;0;M;01/11/2016;7;Masculino;Topázio;8,5822;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;2;Avaliador-11;;Avaliador-3;;;;;;9,5;9,4;7,52;7,5;;9,3;9;9,5;;;;7;10;ALFA (1° e 2° ano);0;;;;
Aluno-754;2023;Escola Pública;Escola Pública;Escola Pública;RA-754;0;M;09/05/2013;10;Masculino;Ágata;6,0537;MANTIDO;MANTIDO;OK;2022;;;Ágata;;6,602;;;;;2;Avaliador-11;;Avaliador-3;;;;;;9,5;6,1;2,52;6,875;;5,6;5,7;5,4;;;;6,67;5;Fase 2 (5° e 6° ano);-2;;;;
Aluno-947;2023;Escola Pública;Escola Pública;Escola Pública;RA-947;0;M;03/02/2015;8;Masculino;Ágata;6,3457;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;2;Avaliador-11;;Avaliador-3;;;;;;9;7,9;7,52;4,375;;3,3;1,7;4,9;;;;5,08;10;ALFA (1° e 2° ano);0;;;;
Aluno-948;2023;Escola Pública;Escola Pública;Escola Pública;RA-948;0;M;4/26/2015;8;Feminino;Ágata;6,5277;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;2;Avaliador-11;;Avaliador-3;;;;;;9;7,6;7,52;6,875;;0;0;0;;;;8,34;10;ALFA (1° e 2° ano);0;;;;
Aluno-949;2023;Escola Pública;Escola Pública;Escola Pública;RA-949;0;M;08/03/2015;8;Feminino;Topázio;8,0172;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;2;Avaliador-11;;Avaliador-3;;;;;;9,5;8,1;7,52;6,25;;8,9;9,1;8,6;;;;6,5;10;ALFA (1° e 2° ano);0;;;;
Aluno-950;2023;Escola Pública;Escola Pública;Escola Pública;RA-950;0;M;11/17/2014;8;Feminino;Topázio;8,8862;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;2;Avaliador-11;;Avaliador-3;;;;;;9;10;7,52;7,5;;9,3;9,5;9;;;;8,17;10;ALFA (1° e 2° ano);0;;;;
Aluno-773;2023;Escola Pública;Escola Pública;Escola Pública;RA-773;0;M;12/31/2013;9;Feminino;Ágata;6,9287;MANTIDO;MANTIDO;OK;2022;;;Ágata;;6,922;;;;;2;Avaliador-11;;Avaliador-3;;;;;;10;7,5;2,52;5,625;;7,9;8;7,8;;;;7,67;5;Fase 1 (3° e 4° ano);-1;;;;
Aluno-951;2023;Escola Pública;Escola Pública;Escola Pública;RA-951;0;M;5/23/2016;7;Feminino;Topázio;8,8902;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;2;Avaliador-11;;Avaliador-3;;;;;;9,5;9,7;7,52;7,5;;8,4;8,5;8,3;;;;9,09;10;ALFA (1° e 2° ano);0;;;;
Aluno-769;2023;Escola Pública;Escola Pública;Escola Pública;RA-769;0;N;8/23/2013;10;Feminino;Ametista;7,85345;MANTIDO;MANTIDO;OK;2022;;;Ametista;;7,598;;;;;2;Avaliador-13;;Avaliador-2;;;;;;10;9,3;3,77;7,8125;;8;8,2;7,8;;;;8,675;5;Fase 2 (5° e 6° ano);-2;;;;
Aluno-952;2023;Escola Pública;Escola Pública;Escola Pública;RA-952;0;N;9/22/2015;8;Masculino;Topázio;8,37095;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;2;Avaliador-13;;Avaliador-2;;;;;;9,5;9,2;3,77;7,1875;;9;8,8;9,2;;;;8,425;10;ALFA (1° e 2° ano);0;;;;
Aluno-826;2023;Escola Pública;Escola Pública;Escola Pública;RA-826;0;N;03/06/2014;9;Masculino;Ametista;7,77645;MANTIDO;MANTIDO;OK;2022;;;Ametista;;7,776;;;;;2;Avaliador-13;;Avaliador-2;;;;;;10;10;3,77;7,8125;;7,3;7;7,5;;;;8,34;5;Fase 1 (3° e 4° ano);-1;;;;
Aluno-953;2023;Escola Pública;Escola Pública;Escola Pública;RA-953;0;N;02/04/2015;8;Feminino;Ametista;7,54005;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;2;Avaliador-13;;Avaliador-2;;;;;;7,4;8,8;3,14;6,5625;;8,3;8,5;8;;;;7,09;10;ALFA (1° e 2° ano);0;;;;
Aluno-954;2023;Escola Pública;Escola Pública;Escola Pública;RA-954;0;N;4/13/2015;8;Feminino;Ágata;6,82375;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;2;Avaliador-13;;Avaliador-2;;;;;;0;8,3;3,14;7,1875;;7,7;7,8;7,5;;;;8,005;10;ALFA (1° e 2° ano);0;;;;
Aluno-780;2023;Escola Pública;Escola Pública;Escola Pública;RA-780;0;N;8/22/2013;10;Feminino;Ametista;7,7842;QUEDA;QUEDA;OK;2022;;;Ágata;;6,955;;;;;2;Avaliador-13;;Avaliador-2;;;;;;9,5;8,8;3,14;8,75;;8,3;8;8,5;;;;8,675;5;Fase 2 (5° e 6° ano);-2;;;;
Aluno-955;2023;Escola Pública;Escola Pública;Escola Pública;RA-955;0;N;4/28/2013;10;Feminino;Ametista;7,1297;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;2;Avaliador-13;;Avaliador-2;;;;;;9;8,8;3,14;6,875;;7,8;8;7,5;;;;7,09;5;Fase 2 (5° e 6° ano);-2;;;;
Aluno-831;2023;Escola Pública;Escola Pública;Escola Pública;RA-831;0;N;12/19/2013;9;Masculino;Ametista;7,71645;MANTIDO;MANTIDO;OK;2022;;;Ametista;;7,41;;;;;2;Avaliador-13;;Avaliador-2;;;;;;8;9,4;3,77;7,8125;;8,3;8,8;7,8;;;;8,59;5;Fase 1 (3° e 4° ano);-1;;;;
Aluno-783;2023;Escola Pública;Escola Pública;Escola Pública;RA-783;0;N;04/12/2014;9;Masculino;Ametista;7,2922;AVANÇO;AVANÇO;OK;2021;;Ametista;Ágata;;6,996;;;;;2;Avaliador-13;;Avaliador-2;;;;;;9,5;6,8;3,77;7,5;;8,9;9;8,7;;;;7,925;5;Fase 1 (3° e 4° ano);-1;;;;
Aluno-774;2023;Escola Pública;Escola Pública;Escola Pública;RA-774;0;N;09/09/2014;9;Feminino;Quartzo;5,852;QUEDA;QUEDA;OK;2022;;;Ametista;;7,587;;;;;2;Avaliador-13;;Avaliador-2;;;;;;0;9,5;3,14;5;;6,9;7,7;6;;;;6,34;5;Fase 1 (3° e 4° ano);-1;;;;
