NOME;ANO;INSTITUICAO_ENSINO_ALUNO;FASE;TURMA;IDADE_ALUNO;GÊNERO;PEDRA;INDE;IAA;IEG;IPS;IPP;IDA;IPV;IAN
Aluno-301;2022;Escola Pública;3;M;13;Menina;Ágata;6,802;8,8;5,8;5,6;5,62;6,3;6,042;10
Aluno-302;2022;Escola Pública;3;M;16;Menino;Ágata;6,334;9,2;7,7;6,9;7,34;4,8;6,208;2,5
Aluno-303;2022;Escola Pública;3;M;14;Menino;Ágata;6,03;7,5;7,2;7,5;5;3,9;5,375;5
Aluno-304;2022;Escola Pública;3;M;15;Menino;Ágata;6,355;8,8;7,7;7,5;7,34;4,3;5,542;5
Aluno-305;2022;Escola Pública;3;M;14;Menino;Ágata;6,058;7,9;6,6;7,5;7,03;4,8;5,208;5
Aluno-306;2022;Escola Pública;3;M;14;Menina;Ágata;6,427;8,3;6,8;7,5;6,04;5,2;5,958;5
Aluno-307;2022;Escola Pública;3;M;14;Menino;Quartzo;4,733;5,4;4,5;7,5;5,94;2,5;4,708;5
Aluno-308;2022;Escola Pública;3;M;13;Menino;Ágata;6,93;7,9;7,4;6,9;6,25;5;6,167;10
Aluno-309;2022;Escola Pública;3;M;14;Menina;Ágata;6,151;9,2;5,2;7,5;6,25;6,5;5,083;5
Aluno-31;2022;Escola Privada;6;A;17;Menina;Topázio;8,843;10;9,5;9,4;9,06;8;10;5
Aluno-310;2022;Escola Pública;3;M;15;Menina;Ágata;6,4;7,9;7,5;7,5;7,5;4,5;6;5
Aluno-311;2022;Escola Pública;3;N;16;Menina;Quartzo;5,652;7,9;5,6;5;7,03;5,2;6,222;2,5
Aluno-312;2022;Escola Pública;3;N;13;Menina;Ametista;7,339;9,6;8,1;7,5;6,04;5,2;6,167;10
Aluno-313;2022;Escola Pública;3;N;14;Menina;Quartzo;5,8;7,5;7;5;6,56;4,1;5,889;5
Aluno-314;2022;Escola Pública;3;N;13;Menina;Ágata;6,1;5,4;5,4;5;5;5,3;6;10
Aluno-315;2022;Escola Pública;3;N;13;Menina;Quartzo;5,672;6,7;5,1;7,5;7,5;3;5,056;10
Aluno-316;2022;Escola Pública;3;N;14;Menina;Ametista;7,889;10;10;6,9;5,83;6,1;8,389;5
Aluno-317;2022;Escola Pública;3;N;13;Menino;Ametista;7,04;8,8;5,6;7,5;5,62;6,8;5,944;10
Aluno-318;2022;Escola Pública;3;N;14;Menina;Ágata;6,527;8,3;6,9;6,9;3,44;5,8;6,111;5
Aluno-319;2022;Escola Pública;3;N;13;Menino;Ametista;7,448;9,2;7,7;7,5;6,25;5,2;7,5;10
Aluno-32;2022;Escola Privada;6;A;16;Menina;Ametista;7,37;8,8;5,2;8,8;6,67;6,1;7,944;10
Aluno-320;2022;Escola Pública;3;N;14;Menina;Ametista;7,897;8,8;10;6,9;5,62;6,4;8,667;5
Aluno-321;2022;Escola Pública;3;N;12;Menina;Ametista;7,792;9,2;9,1;5,6;6,04;5,2;8,278;10
Aluno-322;2022;Escola Pública;3;N;13;Menina;Ágata;6,859;7,1;8,1;5;5,83;4,7;6,778;10
Aluno-323;2022;Escola Pública;3;N;13;Menino;Ágata;6,86;9,2;7,3;7,5;5,62;3,4;6,611;10
Aluno-324;2022;Escola Pública;2;A;10;Menina;Topázio;8,27;10;9,3;6,9;6,46;6,8;8,611;10
Aluno-325;2022;Escola Pública;2;A;10;Menino;Ametista;7,619;9,5;6,8;7,5;7,03;6;8,444;10
Aluno-326;2022;Escola Pública;2;A;12;Menina;Topázio;8,22;10;9,7;5;6,56;9;8,944;5
Aluno-327;2022;Escola Pública;2;A;11;Menino;Ágata;6,986;8,5;8,8;7,5;5,62;2,8;7,333;10
Aluno-328;2022;Escola Pública;2;A;12;Menino;Ágata;6,823;10;7;7,5;8,28;5,3;7,5;5
Aluno-329;2022;Escola Pública;2;A;11;Menino;Ágata;6,313;7,4;6,9;4,4;6,04;5;5,778;10
Aluno-33;2022;Escola Pública;6;A;17;Menina;Quartzo;4,952;0;4,6;7,5;3,12;4,8;6;5
Aluno-330;2022;Escola Pública;2;A;14;Menina;Ágata;6,446;9,5;8,8;7,5;6,46;2,5;7,056;5
Aluno-331;2022;Escola Pública;2;A;12;Menina;Ágata;6,636;9;8,7;7,5;5,62;3,7;6,944;5
Aluno-332;2022;Escola Privada;2;A;13;Menino;Ametista;7,883;9,5;9;8,1;6,25;7,5;8,5;5
Aluno-333;2022;Escola Privada;2;A;14;Menino;Quartzo;5,249;8;5,8;3,8;0;2,9;6,722;5
Aluno-334;2022;Escola Privada;2;A;11;Menina;Ametista;7,961;6,9;9,2;4,4;7,97;8;8,722;10
Aluno-335;2022;Escola Pública;2;A;10;Menino;Ametista;7,902;9,5;9,4;7,5;8,12;7,4;6,833;10
Aluno-336;2022;Escola Pública;2;A;13;Menino;Ágata;6,787;9,5;8,5;4,4;5,62;5,1;7,889;5
Aluno-337;2022;Escola Pública;2;B;11;Menino;Ametista;7,914;10;9,3;7,5;6,25;5,8;7,611;10
Aluno-338;2022;Escola Pública;2;B;12;Menino;Ágata;6,837;8,5;7,3;7,5;6,04;5,8;7,611;5
Aluno-339;2022;Escola Pública;2;B;11;Menina;Topázio;8,488;6,9;9,9;7,5;6,67;8,1;8,889;10
Aluno-34;2022;Escola Privada;6;A;17;Menino;Ágata;6,259;9,6;4,8;8,1;7,66;3,8;7,278;5
Aluno-340;2022;Escola Pública;2;B;11;Menino;Ametista;7,721;9;8,2;7,5;7,66;6,5;7,667;10
Aluno-341;2022;Escola Pública;2;B;12;Menino;Ágata;6,854;8;7,7;7,5;5,62;5,8;7,5;5
Aluno-342;2022;Escola Pública;2;B;14;Menina;Ágata;6,941;9;6,7;7,5;7,5;6,6;7,5;5
Aluno-343;2022;Escola Pública;2;B;14;Menino;Ágata;6,9;9,5;7,4;7,5;5,94;5,9;7,167;5
Aluno-344;2022;Escola Pública;2;B;11;Menino;Ametista;7,263;8,5;8,3;7,5;5,31;4,5;7,5;10
Aluno-345;2022;Escola Pública;2;B;13;Menino;Quartzo;5,75;9,5;5,4;5,6;6,04;3,6;6,667;5
Aluno-346;2022;Escola Pública;2;B;10;Menino;Topázio;8,143;10;9,1;7,5;5,62;7;7,889;10
Aluno-347;2022;Escola Pública;2;B;12;Menina;Ametista;7,908;9;10;5,6;6,56;8,5;8;5
Aluno-348;2022;Escola Pública;2;B;12;Menino;Quartzo;5,864;9;8,7;7,5;5,42;1,8;5,833;5
Aluno-349;2022;Escola Pública;2;B;12;Menino;Quartzo;5,658;9,5;7,7;7,5;6,25;3,7;3,944;5
Aluno-35;2022;Escola Privada;6;A;17;Menina;Topázio;8,965;10;9,6;9,4;9,06;8,5;10;5
Aluno-350;2022;Escola Pública;2;D;11;Menina;Topázio;8,206;10;8,8;7,5;6,67;6,5;8,611;10
Aluno-351;2022;Escola Pública;2;D;14;Menino;Ágata;6,622;9;7,2;7,5;6,25;4;8,111;5
Aluno-352;2022;Escola Pública;2;D;11;Menino;Ametista;7,834;9;8,1;5,6;6,04;7;8,389;10
Aluno-353;2022;Escola Pública;2;D;11;Menina;Topázio;8,264;7;10;7,5;5,62;7,5;8,444;10
Aluno-354;2022;Escola Pública;2;D;13;Menina;Quartzo;5,858;8,5;4,3;7,5;4,58;4,5;7,333;5
Aluno-355;2022;Escola Pública;2;D;12;Menina;Quartzo;5,379;5,8;5;7,5;4,38;4,5;6,056;5
Aluno-356;2022;Escola Pública;2;D;12;Menino;Ágata;6,69;10;8,4;5;4,38;4,6;8,278;5
Aluno-357;2022;Escola Pública;2;D;12;Menino;Ametista;7,836;8;9,6;7,5;6,46;8,5;7,778;5
Aluno-358;2022;Escola Pública;2;D;13;Menino;Quartzo;5,412;7,5;6,5;7,5;6,04;0;7,556;5
Aluno-359;2022;Escola Pública;2;D;12;Menina;Ágata;6,606;9;7;7,5;7,19;4,6;7,5;5
Aluno-36;2022;Escola Privada;6;A;17;Menina;Ametista;7,876;9,2;9;6,9;5,31;6,8;8,944;5
Aluno-360;2022;Escola Pública;2;D;12;Menina;Ametista;7,075;9,5;8,5;7,5;6,46;5,2;7,5;5
Aluno-361;2022;Escola Pública;2;F;13;Menina;Ágata;6,731;7,9;9,2;6,3;6,04;5;6,778;5
Aluno-362;2022;Escola Pública;2;F;12;Menina;Ametista;7,413;8,5;7,9;7,5;5,62;7,9;7,5;5
Aluno-363;2022;Escola Pública;2;F;12;Menino;Ágata;6,644;10;10;6,9;6,46;2;7,056;5
Aluno-364;2022;Escola Pública;2;F;11;Menino;Topázio;8,75;9,5;10;7,5;6,67;8,8;8,167;10
Aluno-365;2022;Escola Pública;2;F;10;Menina;Topázio;8,063;8;10;5;5,62;7,8;7,833;10
Aluno-366;2022;Escola Pública;2;F;12;Menino;Ametista;7,181;9,5;9,4;7,5;6,25;5,5;6,833;5
Aluno-367;2022;Escola Pública;2;F;12;Menina;Ágata;6,95;8,5;7,4;6,3;5,62;6,7;7,5;5
Aluno-368;2022;Escola Privada;2;F;13;Menino;Ágata;6,969;8;7,9;5;6,46;7,3;7,5;5
Aluno-369;2022;Escola Pública;2;F;11;Menino;Ágata;6,973;9;6,9;7,5;6,25;4,8;6,889;10
Aluno-37;2022;Escola Privada;6;A;17;Menina;Quartzo;4,95;0;5,4;5;6,25;5,9;5,222;5
Aluno-370;2022;Escola Privada;2;F;12;Menina;Ametista;7,066;8,5;8,2;5;5,42;7,2;7,611;5
Aluno-371;2022;Escola Pública;2;F;10;Menina;Topázio;8,112;9,5;8;6,9;6,04;8,4;7,667;10
Aluno-372;2022;Escola Pública;2;F;10;Menino;Ametista;7,304;8,5;5,5;6,9;6,46;7,8;7,389;10
Aluno-373;2022;Escola Pública;2;F;11;Menino;Ametista;7,503;6,4;9,5;5;5,31;7,3;6,944;10
Aluno-374;2022;Escola Pública;2;F;12;Menina;Ametista;7,747;9;9,8;7,5;5;6,9;7,944;5
Aluno-375;2022;Escola Pública;2;F;11;Menino;Ametista;7,831;9;9,5;7,5;5,62;5,4;7,667;10
Aluno-376;2022;Escola Pública;2;F;12;Menina;Ágata;6,957;9;9;7,5;7,19;4,3;7,5;5
Aluno-377;2022;Escola Pública;2;F;12;Menina;Ágata;6,743;9;7,7;5,6;7,34;6,2;6,833;5
Aluno-378;2022;Escola Pública;2;I;12;Menino;Ametista;7,203;9;6,8;5,6;6,88;8,1;7,889;5
Aluno-379;2022;Escola Pública;2;I;13;Menina;Ágata;6,722;8,5;8,1;7,5;5,62;5;6,778;5
Aluno-38;2022;Escola Privada;6;A;17;Menina;Topázio;8,523;9,2;8,9;7,5;8,91;8,6;9,833;5
Aluno-380;2022;Escola Pública;2;I;13;Menino;Quartzo;4,556;7,9;4,4;5;6,88;2,5;4,833;5
Aluno-381;2022;Escola Pública;2;I;13;Menino;Ágata;6,454;9;8,3;6,9;5,83;3,3;6,944;5
Aluno-382;2022;Escola Pública;2;I;14;Menino;Ágata;6,777;9;7,7;6,3;6,72;5,4;7,333;5
Aluno-383;2022;Escola Pública;2;I;11;Menino;Topázio;8,4;9;9,6;7,5;6,67;8,1;7,778;10
Aluno-384;2022;Escola Pública;2;I;12;Menina;Ametista;7,558;9;8,4;6,3;6,25;8,1;8;5
Aluno-385;2022;Escola Pública;2;I;12;Menina;Ágata;6,083;7,4;7,5;5;7,03;4,9;6,5;5
Aluno-386;2022;Escola Pública;2;I;13;Menino;Ágata;6,104;10;5,9;5,6;7,5;4;7,222;5
Aluno-387;2022;Escola Pública;2;I;13;Menino;Ágata;6,323;7;8,2;7,5;6,25;3,7;6,833;5
Aluno-388;2022;Escola Pública;2;I;14;Menina;Ágata;6,654;7,9;8,5;5,6;6,46;4,5;7,722;5
Aluno-389;2022;Escola Pública;2;I;11;Menino;Ametista;7,184;8;8,9;7,5;5,94;3,5;7,556;10
Aluno-39;2022;Escola Privada;6;A;16;Menina;Ágata;6,033;0;4,8;6,9;4,38;6,9;6,111;10
Aluno-390;2022;Escola Pública;2;I;12;Menina;Ágata;6,776;7,4;8,8;6,3;6,67;4,7;7,722;5
Aluno-391;2022;Escola Pública;2;J;12;Menina;Ametista;7,117;10;8,1;7,5;6,72;5,1;8,056;5
Aluno-392;2022;Escola Pública;2;J;14;Menino;Ágata;6,418;9,5;8,8;5,6;3,33;4,8;6,778;5
Aluno-393;2022;Escola Pública;2;J;16;Menina;Quartzo;5,518;10;5,4;5;4,17;4,6;6,778;2,5
Aluno-394;2022;Escola Pública;2;J;11;Menina;Ametista;7,897;9,5;8,6;7,5;6,04;5,9;8,444;10
Aluno-395;2022;Escola Pública;2;J;11;Menina;Ametista;7,683;9;8,9;7,5;8,44;4,9;8,333;10
Aluno-396;2022;Escola Pública;2;J;12;Menino;Ágata;6,556;9;8;6,3;5;5,6;6,556;5
Aluno-397;2022;Escola Pública;2;J;14;Menina;Quartzo;5,852;9;5,7;6,9;4,58;2,8;7,167;5
Aluno-398;2022;Escola Pública;2;K;10;Menina;Ametista;7,742;9;9,3;7,5;5,94;5,5;7,5;10
Aluno-399;2022;Escola Pública;2;K;12;Menina;Ágata;6,58;6,8;9,3;5,6;5;4,3;7,5;5
Aluno-4;2022;Escola Privada;7;A;17;Menino;Quartzo;5,951;8,8;4,5;5,6;5,62;5;5,278;10
Aluno-40;2022;Escola Privada;5;A;16;Menina;Ametista;7,203;7,9;7,8;7,5;6,88;6,8;7,75;5
Aluno-400;2022;Escola Pública;2;K;14;Menino;Ágata;6,042;9;8,5;5;6,25;1,7;7,444;5
Aluno-401;2022;Escola Pública;2;K;12;Menina;Ágata;6,645;6,9;9,6;7,5;6,25;4,3;6,722;5
Aluno-402;2022;Escola Pública;2;K;12;Menina;Quartzo;5,261;9;3,7;5;5,62;3;7,222;5
Aluno-403;2022;Escola Pública;2;K;12;Menino;Ametista;7,455;9,5;9,3;7,5;5,94;6,3;7,5;5
Aluno-404;2022;Escola Pública;2;K;12;Menina;Ágata;6,658;9;7,3;7,5;5,62;5,3;6,944;5
Aluno-405;2022;Escola Pública;2;K;13;Menino;Quartzo;5,661;9,5;6,2;5;3,96;3,3;6;5
Aluno-406;2022;Escola Pública;2;K;13;Menina;Ametista;7,496;9,5;9,5;7,5;6,04;6,6;7,333;5
Aluno-407;2022;Escola Pública;2;K;13;Menino;Ametista;7,195;8,5;9,3;7,5;5,62;6;7,056;5
Aluno-408;2022;Escola Pública;2;K;12;Menina;Ágata;6,725;8;9,7;7,5;6,72;3,3;7,333;5
Aluno-409;2022;Escola Pública;2;K;11;Menina;Topázio;8,15;7,9;9,7;7,5;7,97;7,8;7,5;10
Aluno-41;2022;Escola Pública;5;A;17;Menino;Quartzo;5,581;9,2;6,1;5;4,38;5,6;4,375;5
Aluno-410;2022;Escola Pública;2;K;14;Menino;Quartzo;5,675;7,4;6,5;6,3;4,58;2;7,444;5
Aluno-411;2022;Escola Pública;2;L;12;Menina;Ametista;7,232;6,4;8,6;7,5;5,62;7,1;7,833;5
Aluno-412;2022;Escola Pública;2;L;12;Menina;Ametista;7,556;8,5;9;7,5;6,46;7,3;7,778;5
Aluno-413;2022;Escola Pública;2;L;12;Menina;Ágata;6,408;6,4;8,7;5,6;5,62;4,7;7,056;5
Aluno-414;2022;Escola Pública;2;L;12;Menina;Ametista;7,284;8;9,3;7,5;6,46;5,9;7,667;5
Aluno-415;2022;Escola Pública;2;L;11;Menina;Ametista;7,695;8;8,3;7,5;6,25;6,2;8,056;10
Aluno-416;2022;Escola Privada;2;L;12;Menino;Ametista;7,913;9,5;9,3;8,8;6,46;7,2;8,222;5
Aluno-417;2022;Escola Pública;2;L;13;Menina;Topázio;8,428;10;10;7,5;6,67;8;9,556;5
Aluno-418;2022;Escola Privada;2;L;10;Menina;Topázio;8,175;8;9,4;7,5;6,04;7,5;8,222;10
Aluno-419;2022;Escola Privada;2;L;12;Menina;Ametista;7,359;7,5;9,2;5,6;6,46;6,9;8,389;5
Aluno-42;2022;Escola Privada;5;A;15;Menino;Ágata;6,72;8,3;7,9;5,6;5,94;4,8;6,083;10
Aluno-420;2022;Escola Privada;2;L;11;Menina;Ametista;7,461;9,5;9;5,6;6,46;4,5;8;10
Aluno-421;2022;Escola Pública;2;L;11;Menino;Topázio;8,717;8,5;9,3;7,5;6,67;8,8;9,111;10
Aluno-422;2022;Escola Pública;2;L;12;Menino;Ágata;6,746;8,5;10;7,5;6,46;2,5;7,5;5
Aluno-423;2022;Escola Pública;2;L;12;Menina;Ágata;6,647;8,4;9,6;7,5;6,04;2,3;7,667;5
Aluno-424;2022;Escola Pública;2;L;12;Menina;Ametista;7,94;9;10;7,5;5,62;7,5;8,222;5
Aluno-425;2022;Escola Pública;2;L;12;Menino;Topázio;8,117;9;10;7,5;8,91;9;7,5;5
Aluno-426;2022;Escola Pública;2;M;14;Menina;Ágata;6,35;9;6,5;7,5;5,62;4,6;7,111;5
Aluno-427;2022;Escola Pública;2;M;13;Menino;Ágata;6,245;8;8,5;7,5;6,09;2,5;6,778;5
Aluno-428;2022;Escola Pública;2;M;13;Menino;Ametista;7,683;6,8;8,7;7,5;5,62;9,5;7,111;5
Aluno-429;2022;Escola Pública;2;M;13;Menino;Quartzo;5,811;10;5,3;7,5;6,46;2,7;6,611;5
Aluno-43;2022;Escola Pública;5;A;16;Menina;Quartzo;5,486;6,3;6,5;5,6;4,38;4,3;5,958;5
Aluno-430;2022;Escola Pública;2;M;13;Menino;Ametista;7,585;9,5;8,6;7,5;5,62;8,5;6,611;5
Aluno-431;2022;Escola Pública;2;M;11;Menino;Ametista;7,175;9;8,1;7,5;5,62;4,5;6,778;10
Aluno-432;2022;Escola Pública;2;M;14;Menina;Ágata;6,34;10;6,8;5;2,81;5,1;6,611;5
Aluno-433;2022;Escola Pública;2;M;12;Menino;Quartzo;5,557;8,5;7,3;5;5,83;2,6;5,778;5
Aluno-434;2022;Escola Pública;2;M;11;Menino;Ametista;7,403;9;8,1;7,5;7,81;5,7;6,778;10
Aluno-435;2022;Escola Pública;2;M;10;Menina;Ágata;6,599;7,9;6,2;7,5;7,34;4,7;6,444;10
Aluno-436;2022;Escola Pública;2;M;11;Menino;Ágata;6,687;9,5;8,1;7,5;6,46;2;6,611;10
Aluno-437;2022;Escola Pública;2;M;13;Menino;Ágata;6,875;8,5;8,3;7,5;6,46;5,8;6,611;5
Aluno-438;2022;Escola Pública;2;M;10;Menino;Ametista;7,764;8;8,7;7,5;6,25;7,3;6,889;10
Aluno-439;2022;Escola Pública;2;M;12;Menino;Quartzo;5,519;9;4,9;7,5;6,46;2,3;6,5;5
Aluno-44;2022;Escola Pública;5;A;17;Menina;Quartzo;5,542;5;5,9;7,5;4,38;3;7,292;5
Aluno-440;2022;Escola Pública;2;P;11;Menino;Ametista;7,329;9,5;9;6,9;5,62;5,5;5,833;10
Aluno-441;2022;Escola Pública;2;P;11;Menina;Topázio;8,188;9;7,9;7,5;6,04;8;8,333;10
Aluno-442;2022;Escola Pública;2;P;11;Menina;Topázio;8,226;10;8,2;7,5;6,88;7,5;8,222;10
Aluno-443;2022;Escola Pública;2;P;13;Menina;Ametista;7,482;9;9,1;7,5;5,31;5,6;8,5;5
Aluno-444;2022;Escola Pública;2;P;11;Menino;Ágata;6,665;9;7,2;5;7,34;3,1;7,778;10
Aluno-445;2022;Escola Pública;2;P;12;Menino;Ágata;6,924;9;9,4;7,5;6,46;3,8;7,5;5
Aluno-446;2022;Escola Pública;2;P;13;Menina;Ametista;7,367;9,5;8,9;5;5,83;6,9;7,889;5
Aluno-447;2022;Escola Pública;2;P;10;Menina;Quartzo;5,607;0;7;7,5;6,46;3,5;5,556;10
Aluno-448;2022;Escola Pública;2;P;11;Menina;Ametista;7,972;9;9,7;7,5;6,67;5,5;8,111;10
Aluno-449;2022;Escola Pública;2;P;12;Menina;Ágata;6,143;0;6;7,5;6,67;7;8,111;5
Aluno-45;2022;Escola Privada;5;A;15;Menina;Ametista;7,591;7,9;8,9;5,6;6,25;6,8;7,417;10
Aluno-450;2022;Escola Pública;2;Q;13;Menino;Ametista;7,843;10;9,1;7,5;6,04;7,5;8,111;5
Aluno-451;2022;Escola Pública;2;Q;13;Menina;Ágata;6,434;9;6;6,3;5,62;6,1;6,889;5
Aluno-452;2022;Escola Pública;2;Q;13;Menina;Ágata;6,287;9;5,6;7,5;8,12;4,8;7,167;5
Aluno-453;2022;Escola Pública;2;Q;13;Menina;Ametista;7,845;9;8,7;7,5;8,91;8,8;7,778;5
Aluno-454;2022;Escola Pública;2;Q;14;Menino;Quartzo;5,561;9,5;8,6;5;7,34;2,3;5,444;5
Aluno-455;2022;Escola Pública;2;Q;12;Menina;Ágata;6,876;7;7,9;7,5;6,46;6,3;7,278;5
Aluno-456;2022;Escola Pública;2;Q;12;Menina;Ametista;7,193;6,4;8,2;6,3;6,46;7,3;8,389;5
Aluno-457;2022;Escola Pública;2;Q;12;Menina;Ametista;7,68;8;8,8;7,5;5,62;8,5;7,667;5
Aluno-458;2022;Escola Pública;2;Q;13;Menino;Ágata;6,512;8;7,7;7,5;6,46;5,6;5,833;5
Aluno-459;2022;Escola Pública;2;Q;12;Menino;Ametista;7,28;7;9,1;8,1;6,25;7,3;7,222;5
Aluno-46;2022;Escola Pública;5;A;17;Menina;Ágata;6,048;8,8;8,4;6,3;5,21;2,1;7,083;5
Aluno-460;2022;Escola Pública;2;Q;12;Menino;Quartzo;5,711;6,8;8,1;7,5;5;3,3;5,056;5
Aluno-461;2022;Escola Pública;2;Q;12;Menina;Quartzo;5,451;0;6,7;7,5;6,46;3,8;7,222;5
Aluno-462;2022;Escola Pública;2;Q;14;Menino;Ágata;6,626;10;8,5;7,5;5;3,6;6,778;5
Aluno-463;2022;Escola Pública;2;U;12;Menina;Ágata;6,41;10;7,8;7,5;5,62;2,5;7,389;5
Aluno-464;2022;Escola Pública;2;U;13;Menina;Ágata;6,745;7,5;8;7,5;6,72;4,8;7,722;5
Aluno-465;2022;Escola Pública;2;U;11;Menino;Ametista;8,012;8;7,9;7,5;6,46;7,8;8,444;10
Aluno-466;2022;Escola Pública;2;U;13;Menino;Ágata;6,826;8,5;9,7;7,5;6,25;3,3;7,556;5
Aluno-467;2022;Escola Pública;2;U;13;Menina;Ágata;6,38;5,8;8,4;5;6,04;5,5;7,111;5
Aluno-468;2022;Escola Pública;2;U;13;Menino;Ágata;6,313;9,5;6,7;7,5;6,72;4,1;6,722;5
Aluno-469;2022;Escola Pública;2;U;11;Menina;Ametista;7,624;9;9,6;5;5,62;5,7;7,833;10
Aluno-47;2022;Escola Pública;5;A;17;Menina;Quartzo;5,677;7,9;6,3;7,5;6,88;2,1;7,042;5
Aluno-470;2022;Escola Pública;2;U;13;Menina;Ametista;7,378;8;9,7;7,5;6,25;6,3;7,5;5
Aluno-471;2022;Escola Pública;2;U;13;Menina;Ágata;6,535;3,5;8,5;5;6,25;6,3;8,056;5
Aluno-472;2022;Escola Pública;2;U;12;Menina;Quartzo;5,93;9;7;7,5;5,62;2;7,056;5
Aluno-473;2022;Escola Pública;2;U;12;Menino;Quartzo;5,915;8;6,1;7,5;6,25;4,3;5,889;5
Aluno-474;2022;Escola Pública;2;U;13;Menino;Ágata;6,446;9,5;9,1;7,5;6,25;3;6;5
Aluno-475;2022;Escola Pública;2;U;12;Menina;Ametista;7,199;8,5;9,2;7,5;5,62;5,8;7,667;5
Aluno-476;2022;Escola Pública;2;U;12;Menina;Ágata;6,931;9;9,3;4,4;8,28;5,5;7,556;5
Aluno-477;2022;Escola Pública;2;U;13;Menino;Quartzo;3,633;0;5;5,6;5,42;0,7;4,5;5
Aluno-478;2022;Escola Pública;2;U;12;Menina;Ágata;6,709;8,5;9,1;5,6;5,62;4,9;7,056;5
Aluno-479;2022;Escola Privada;1;A;10;Menino;Topázio;8,465;8;9,2;7,5;8,28;9,8;9,5;5
Aluno-48;2022;Escola Privada;5;A;15;Menina;Ametista;8,006;6,7;8,4;7,5;6,25;8,1;8,5;10
Aluno-480;2022;Escola Pública;1;A;10;Menina;Ametista;7,502;9;8,8;7,5;7,5;6,3;8,444;5
Aluno-481;2022;Escola Pública;1;A;9;Menino;Ametista;7,21;9;8;7,5;7,03;5,2;6,889;10
Aluno-482;2022;Escola Pública;1;A;11;Menino;Ágata;6,866;10;7,9;7,5;5,62;5,5;6,833;5
Aluno-483;2022;Escola Pública;1;A;11;Menina;Quartzo;5,263;9;4,8;5;5,83;2,4;6,833;5
Aluno-484;2022;Escola Pública;1;A;11;Menino;Ágata;6,71;9,5;8,7;5;7,34;6,5;6,389;5
Aluno-485;2022;Escola Pública;1;A;10;Menino;Quartzo;4,742;9,5;4;7,5;4,17;1,2;5,444;5
Aluno-486;2022;Escola Pública;1;A;10;Menina;Ametista;7,621;10;9,9;7,5;5;7,3;7,222;5
Aluno-487;2022;Escola Privada;1;A;10;Menina;Topázio;8,417;7,5;9,7;7,5;6,88;9,6;9,333;5
Aluno-488;2022;Escola Pública;1;A;10;Menina;Ametista;7,413;8,5;8,8;7,5;5,62;7,3;7,722;5
Aluno-489;2022;Escola Pública;1;A;9;Menina;Quartzo;5,853;9;7,2;7,5;6,25;0;6,5;10
Aluno-49;2022;Escola Pública;5;A;17;Menina;Ágata;6,304;7,5;7,4;7,5;4,69;3,9;7,042;5
Aluno-490;2022;Escola Pública;1;A;10;Menina;Ametista;7,576;7,9;8,2;7,5;5,62;7,7;8,722;5
Aluno-491;2022;Escola Pública;1;A;11;Menino;Ametista;7,461;7,5;9,7;7,5;7,34;7;7,722;5
Aluno-492;2022;Escola Pública;1;A;11;Menina;Ametista;7,678;10;8,8;7,5;6,46;7,1;8,278;5
Aluno-493;2022;Escola Pública;1;B;9;Menina;Topázio;8,306;10;9,4;7,5;5,83;7,2;8,278;10
Aluno-494;2022;Escola Pública;1;B;11;Menina;Ágata;6,407;6,4;8,3;5;6,25;5,8;6,944;5
Aluno-495;2022;Escola Pública;1;B;11;Menino;Ametista;7,857;9;8,9;7,5;6,25;8,4;8,056;5
Aluno-496;2022;Escola Pública;1;B;11;Menino;Ágata;6,683;8,5;6,8;7,5;5,83;5,7;7,556;5
Aluno-497;2022;Escola Privada;1;B;13;Menina;Ágata;6,323;6,9;9,2;5;6,25;5,1;5,833;5
Aluno-498;2022;Escola Pública;1;B;11;Menina;Ametista;7,7;8,5;8,8;7,5;5;8,8;7,556;5
Aluno-499;2022;Escola Pública;1;B;10;Menino;Ametista;7,826;8,5;10;7,5;7,34;8,2;7,444;5
Aluno-5;2022;Escola Privada;7;A;17;Menina;Ametista;7,427;7,9;8,6;5,6;5,62;5,2;7,389;10
Aluno-50;2022;Escola Pública;5;A;18;Menina;Ametista;7,138;7,5;8,4;7,5;5,62;7,8;7,542;2,5
Aluno-500;2022;Escola Pública;1;B;10;Menina;Topázio;8,232;9;10;7,5;6,04;9,5;7,889;5
Aluno-501;2022;Escola Pública;1;B;9;Menino;Ametista;7,794;8,5;8,8;7,5;7,97;6,8;7,333;10
Aluno-502;2022;Escola Privada;1;B;8;Menina;Topázio;8,287;9,5;9,7;7,5;6,04;7,4;7,778;10
Aluno-503;2022;Escola Pública;1;B;10;Menino;Ametista;7,95;8,5;10;7,5;7,19;8,8;7,5;5
Aluno-504;2022;Escola Pública;1;B;9;Menina;Topázio;8,072;8,5;8,9;7,5;5,83;8;7,556;10
Aluno-505;2022;Escola Pública;1;B;11;Menina;Ametista;7,591;9,5;8;7,5;5,31;8,4;7,556;5
Aluno-506;2022;Escola Pública;1;B;12;Menino;Ametista;7,132;9,5;7,3;7,5;5,83;7,2;7,278;5
Aluno-507;2022;Escola Pública;1;C;11;Menina;Ametista;7,653;8,5;10;7,5;6,25;7,4;7,222;5
Aluno-508;2022;Escola Pública;1;C;10;Menino;Ágata;6,575;8;7,4;7,5;7,5;4,5;7,556;5
